id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
7142,I,1.2625,0.9375,0.3,16.42853525,8.0796075,3.18931875,4.9611625,7.0
7143,I,1.2,0.9,0.2625,12.0485375,5.6415505,2.84912475,3.40194,7.0
7144,M,1.4375,1.0875,0.4,25.7129965,9.79475225,5.54232725,7.7961125,11.0
7145,M,1.3,1.0,0.325,18.24290325,7.7961125,3.86970675,4.819415,10.0
7146,M,1.3125,1.025,0.4,22.8213475,8.09378225,4.479221,7.7961125,12.0
7147,F,1.675,1.25,0.4,36.61337925,17.78931125,8.731646,8.9300925,10.0
7148,F,1.6,1.3125,0.3875,34.62891425,14.35902175,7.711064,8.0796075,15.0
7149,I,0.7375,0.5375,0.15,3.40194,1.34660125,0.83631025,0.97805775,6.0
7150,M,1.5125,1.075,0.3375,20.87940675,9.808927,4.819415,6.0951425,10.0
7151,I,0.8625,0.6375,0.225,5.1879585,2.83495,1.020582,1.65844575,6.0
7152,M,1.2625,0.9875,0.325,16.51358375,8.29222875,3.685435,4.6776675,8.0
7153,M,1.5,1.125,0.375,29.6819265,11.97766375,6.25106475,7.93786,15.0
7154,I,0.45,0.3125,0.075,0.75126175,0.26932025,0.15592225,0.24097075,4.0
7155,I,1.0875,0.8625,0.3125,11.509897,5.82582225,2.2963095,3.5436875,8.0
7156,M,1.6875,1.325,0.425,43.70075425,17.93105875,8.43397625,12.2186345,13.0
7157,M,1.725,1.375,0.4875,44.06929775,19.66037825,8.32057825,12.2186345,11.0
7158,M,1.275,0.9625,0.375,16.40018575,6.98815175,3.96893,5.2446575,12.0
7159,F,1.5625,1.225,0.4125,31.96406125,13.93377925,6.747181,9.63883,11.0
7160,F,1.725,1.3,0.4875,47.58463575,20.2131935,12.47378,11.623295,11.0
7161,M,1.5375,1.1875,0.375,28.76056775,15.46465225,7.10154975,7.64019025,9.0
7162,F,1.5625,1.2125,0.475,34.5013415,13.60776,7.654365,10.0640725,21.0
7163,M,1.5125,1.175,0.4125,31.56716825,12.6722265,7.89533575,7.654365,10.0
7164,F,1.4625,1.2625,0.4,33.8776525,11.963489,8.49067525,8.9300925,10.0
7165,I,1.025,0.7625,0.3,8.06543275,3.515338,1.68679525,2.7499015,8.0
7166,M,1.4625,1.175,0.45,31.127751,13.53688625,6.56290925,8.3631025,10.0
7167,M,1.6125,1.2875,0.475,46.4648305,19.43358225,8.15048125,12.3320325,13.0
7168,F,1.575,1.2625,0.4375,38.0733785,15.6772735,8.71747125,10.0640725,11.0
7169,I,0.95,0.7,0.225,7.95203475,2.7499015,1.3891255,2.26796,6.0
7170,M,1.3875,1.075,0.3625,20.08562075,9.99319875,4.40834725,6.7755305,9.0
7171,F,1.625,1.2625,0.4875,42.51007525,16.96717575,8.901743,11.1980525,13.0
7172,I,1.1,0.9375,0.3,12.3320325,5.3013565,2.381358,4.1673765,8.0
7173,M,1.45,1.15,0.3875,26.54930675,9.82310175,5.216308,8.1363065,8.0
7174,F,1.5125,1.175,0.4125,30.1922175,14.92601175,6.3219385,8.9300925,10.0
7175,I,0.7125,0.5375,0.1875,3.515338,1.2757275,0.80796075,0.850485,6.0
7176,M,1.3125,1.0625,0.4,22.5378525,10.4042665,4.5075705,5.8116475,8.0
7177,I,0.85,0.6875,0.25,6.39281225,2.6932025,1.48834875,1.871067,8.0
7178,I,1.05,0.775,0.2375,8.66077225,4.6776675,1.8994165,2.4097075,7.0
7179,M,1.5,1.175,0.4125,34.189497,18.0586315,5.71242425,8.6465975,9.0
7180,I,1.2625,0.9875,0.3125,19.220961,9.07184,3.41611475,5.6699,8.0
7181,M,1.5375,1.1875,0.5,31.6096925,11.8217415,6.80388,13.324265,20.0
7182,I,1.6375,1.3375,0.475,35.3518265,13.99047825,8.278054,11.3398,12.0
7183,I,0.575,0.45,0.1625,1.814368,0.60951425,0.38271825,0.4819415,5.0
7184,I,1.2125,0.925,0.3,16.51358375,8.448151,3.86970675,4.3941725,8.0
7185,M,0.9625,0.7,0.2125,6.90310325,3.061746,1.871067,1.984465,7.0
7186,I,1.375,1.05,0.375,18.6256215,7.24329725,3.72795925,5.953395,8.0
7187,F,1.175,0.9,0.3125,13.05494475,5.2446575,2.9199985,3.685435,9.0
7188,I,1.0125,0.775,0.225,8.40562675,3.912231,1.6159215,2.6932025,7.0
7189,M,0.95,0.6875,0.25,7.72523875,2.8066005,1.43164975,2.4097075,9.0
7190,I,1.1,0.85,0.275,11.89261525,5.4147545,2.0695135,3.685435,8.0
7191,F,1.2125,0.925,0.3125,16.556108,7.030676,3.64291075,4.9611625,10.0
7192,I,1.1875,0.925,0.2875,13.154168,6.10931725,3.33106625,4.252425,9.0
7193,I,0.925,0.6875,0.2375,6.2652395,2.721552,1.31825175,1.984465,6.0
7194,M,1.25,0.8875,0.3125,14.628342,6.5487345,3.4869885,4.1106775,9.0
7195,M,1.55,1.225,0.4625,33.8776525,13.67863375,7.27164675,9.4970825,12.0
7196,F,1.325,1.0625,0.35,22.94892025,9.87980075,6.30776375,6.80388,13.0
7197,M,1.125,0.875,0.3,15.35125425,7.9095105,2.62232875,3.8271825,9.0
7198,M,1.5125,1.175,0.4125,34.06192425,12.79979925,5.783298,12.2186345,14.0
7199,M,1.6375,1.275,0.3875,35.19590425,18.63979625,7.52679225,9.63883,15.0
7200,M,1.5625,1.2,0.375,31.978236,10.19164525,6.39281225,10.546014,14.0
7201,M,1.375,1.0625,0.3375,17.30736975,6.6621325,4.01145425,5.953395,14.0
7202,M,1.1875,0.8875,0.3125,12.7289255,5.74077375,2.67902775,4.3941725,10.0
7203,I,1.2125,0.975,0.3375,16.68368075,6.59125875,3.7137845,5.386405,9.0
7204,M,1.425,1.1125,0.4125,27.499015,13.19669225,5.17378375,8.3631025,9.0
7205,F,1.4875,1.1625,0.3875,26.988724,12.09106175,5.08873525,7.7961125,11.0
7206,M,1.5125,1.1875,0.425,32.28367325,13.60776,6.7188315,9.19941275,14.0
7207,M,1.25,0.9375,0.3125,15.8473705,7.10154975,3.175144,4.35164825,9.0
7208,M,1.375,1.05,0.375,21.27629975,10.035723,4.422522,7.2291225,8.0
7209,I,0.6375,0.4625,0.2,2.62232875,1.23320325,0.5953395,0.7654365,5.0
7210,I,0.95,0.725,0.2375,6.30776375,2.9766975,1.4458245,2.1262125,7.0
7211,F,1.65,1.2625,0.475,36.457457,16.612807,8.5898985,12.190285,14.0
7212,M,1.6125,1.225,0.4125,37.9032815,17.179797,8.278054,9.07184,10.0
7213,F,1.5625,1.25,0.425,38.612019,14.50076925,7.9662095,12.0485375,21.0
7214,I,1.425,1.1,0.35,22.4811535,9.99319875,5.20213325,6.9456275,9.0
7215,M,1.2875,0.975,0.2875,17.633389,8.94426725,3.742134,5.10291,8.0
7216,M,1.6125,1.275,0.5,37.40716525,15.081934,9.11436425,13.4660125,15.0
7217,I,0.8375,0.625,0.225,5.85417175,2.211261,1.6159215,1.417475,7.0
7218,M,1.525,1.25,0.425,32.61609975,14.7133905,6.3219385,11.056305,16.0
7219,I,0.7,0.5375,0.1375,3.6003865,1.360776,0.75126175,1.13398,7.0
7220,I,1.0,0.725,0.25,7.8528115,3.92640575,1.70097,2.4097075,14.0
7221,M,1.525,1.225,0.425,29.7386255,11.0846545,7.087375,9.355335,16.0
7222,M,1.2625,1.0,0.375,21.8007655,10.432616,4.12485225,5.386405,10.0
7223,I,1.0875,0.85,0.275,10.41844125,3.84135725,2.26796,3.40194,8.0
7224,I,1.2625,0.9625,0.2875,14.628342,6.02426875,2.96252275,4.252425,9.0
7225,F,1.175,0.875,0.3,12.48795475,5.74077375,3.6003865,3.8271825,8.0
7226,M,1.4875,1.1375,0.4125,28.7747425,10.78698475,6.1518415,9.07184,9.0
7227,I,1.3125,1.0,0.3125,16.82542825,6.4920355,3.7137845,4.876114,10.0
7228,F,1.575,1.225,0.375,33.55163325,16.3009625,6.747181,8.788345,10.0
7229,I,0.9625,0.75,0.25,8.32057825,3.69960975,1.587572,2.551455,7.0
7230,M,1.5125,1.175,0.4125,31.127751,13.50853675,5.79747275,9.355335,14.0
7231,F,1.575,1.2,0.4375,33.4807595,15.195332,7.66853975,8.20718025,10.0
7232,F,1.575,1.2,0.375,30.57493575,12.927372,6.7755305,8.17883075,10.0
7233,I,0.9,0.7375,0.225,7.44174375,3.798833,1.43164975,2.551455,6.0
7234,F,1.425,1.075,0.4125,27.76833525,12.6722265,5.556502,7.654365,8.0
7235,I,1.1625,0.8875,0.3,14.61416725,5.85417175,2.9199985,3.4869885,9.0
7236,M,1.375,1.075,0.35,23.7285315,9.28446125,4.77689075,7.087375,13.0
7237,M,1.0625,0.8375,0.3,9.07184,3.96893,1.8427175,3.3168915,11.0
7238,F,1.575,1.175,0.4375,32.034935,13.65028425,7.540967,8.6465975,12.0
7239,M,1.4625,1.25,0.3625,31.978236,11.2547515,5.85417175,10.999606,21.0
7240,F,1.1,0.85,0.2625,12.34620725,5.443104,2.3530085,3.40194,7.0
7241,F,1.475,1.1625,0.425,29.426781,11.8784405,6.64795775,8.9300925,12.0
7242,M,1.55,1.1875,0.3625,31.127751,11.453198,6.13766675,9.922325,18.0
7243,M,0.6,0.4625,0.1375,2.05533875,0.8788345,0.510291,0.7087375,5.0
7244,I,1.125,0.8875,0.25,11.679994,5.71242425,1.8427175,3.5436875,6.0
7245,M,1.5625,1.175,0.3875,27.839209,11.4815475,5.93922025,8.788345,11.0
7246,M,1.4375,1.1125,0.3875,26.2232875,10.19164525,5.40057975,7.7961125,8.0
7247,M,1.6875,1.3625,0.425,47.95317925,21.262125,10.67358675,12.2186345,11.0
7248,M,1.4625,1.125,0.3875,26.1098895,12.40290625,5.62737575,7.2291225,10.0
7249,F,1.675,1.3125,0.4625,42.921143,20.9502805,8.43397625,10.0640725,9.0
7250,F,1.3125,1.0,0.3875,20.921931,9.922325,4.989512,5.10291,10.0
7251,F,1.5125,1.175,0.425,32.16250775,14.75591475,7.38504475,8.6465975,12.0
7252,M,1.4125,1.1,0.375,24.38057,10.53183925,5.2446575,7.7961125,9.0
7253,M,1.4625,1.1375,0.35,27.895908,13.891255,5.68407475,7.5126175,10.0
7254,I,0.925,0.6875,0.2125,6.27941425,2.2963095,0.963883,2.08368825,6.0
7255,M,0.75,0.55,0.1625,3.005047,1.530873,0.56699,0.9922325,5.0
7256,I,1.2875,0.9625,0.3375,21.2904745,9.7805775,4.025629,4.9611625,8.0
7257,M,1.2125,0.9125,0.3125,15.932419,6.577084,3.67126025,5.8116475,10.0
7258,F,1.4125,1.1125,0.4625,28.64716975,9.2135875,6.2085405,8.50485,17.0
7259,I,1.2,0.925,0.275,16.88212725,8.221355,2.721552,4.252425,8.0
7260,M,1.3,1.0375,0.3875,20.28406725,7.66853975,4.5075705,7.37087,11.0
7261,F,1.5,1.2,0.4125,30.4190135,13.31009025,6.1518415,8.50485,8.0
7262,M,1.125,0.9,0.3375,14.458245,5.82582225,3.30271675,3.8271825,8.0
7263,M,1.6125,1.2375,0.4375,29.15746075,11.736693,6.73300625,11.4815475,20.0
7264,I,0.7375,0.55,0.175,3.798833,1.63009625,0.907184,1.13398,9.0
7265,F,1.65,1.325,0.4125,42.82191975,17.8318355,8.94426725,9.63883,11.0
7266,I,0.4,0.3,0.1125,0.510291,0.21262125,0.18427175,0.1417475,4.0
7267,F,1.4,1.1125,0.375,25.72717125,9.525432,5.1312595,10.0640725,14.0
7268,I,1.1625,0.8875,0.3,13.39513875,5.6699,3.118445,3.5436875,8.0
7269,I,1.2875,0.9125,0.3,14.78426425,6.860579,3.345241,3.5436875,8.0
7270,F,1.1625,0.9,0.3125,14.35902175,6.860579,3.118445,4.1106775,7.0
7271,M,1.4375,1.125,0.35,22.5378525,9.6671795,4.706017,7.087375,11.0
7272,I,1.175,0.8875,0.3,13.53688625,5.5281525,3.061746,4.53592,8.0
7273,M,1.325,0.95,0.325,16.76872925,5.68407475,3.7137845,5.386405,12.0
7274,F,1.4375,1.125,0.375,24.38057,10.19164525,4.932813,7.7961125,9.0
7275,I,0.5375,0.4125,0.1375,2.664853,1.1056305,0.4252425,0.4252425,5.0
7276,I,0.9,0.675,0.2125,5.08873525,2.721552,1.0489315,1.74349425,5.0
7277,I,0.925,0.7125,0.225,6.47786075,2.891649,1.48834875,2.1262125,7.0
7278,I,1.1375,0.875,0.275,12.06271225,5.91087075,2.50893075,3.35941575,7.0
7279,I,0.7125,0.525,0.1375,3.005047,1.17650425,0.83631025,0.94970825,6.0
7280,I,1.1125,0.9,0.275,12.65805175,5.37223025,2.79242575,3.685435,7.0
7281,F,1.4125,1.1125,0.4,26.50349575,12.62970225,5.556502,8.50485,8.0
7282,F,1.475,1.15,0.45,29.18581025,13.13999325,6.463686,8.66077225,9.0
7283,M,1.3375,1.025,0.325,22.41027975,8.09378225,4.706017,5.159609,9.0
7284,F,1.1125,0.8625,0.25,12.74310025,4.7910655,2.5798045,4.3941725,13.0
7285,F,1.475,1.1875,0.35,24.777463,10.829509,5.273007,6.80388,9.0
7286,I,1.375,1.0625,0.3125,23.189891,9.979024,5.17378375,6.463686,8.0
7287,M,1.2375,0.95,0.3125,16.839603,6.4920355,4.06815325,5.386405,11.0
7288,F,1.4125,1.1375,0.375,28.16522825,13.05494475,6.76135575,7.5126175,9.0
7289,M,1.45,1.2125,0.3875,29.880373,12.870673,5.556502,7.5126175,10.0
7290,F,1.5,1.2,0.4125,32.16250775,11.5382465,6.860579,9.355335,15.0
7291,M,1.55,1.1625,0.3875,29.937072,13.65028425,6.39281225,7.654365,9.0
7292,I,0.7875,0.575,0.2,4.422522,1.91359125,0.97805775,1.360776,6.0
7293,M,1.475,1.1625,0.375,29.69610125,15.01106025,6.917278,6.9456275,10.0
7294,M,1.425,1.1,0.4,31.127751,11.7083435,6.2652395,10.3475675,11.0
7295,M,1.2875,1.0625,0.35,26.12406425,11.5382465,5.2446575,8.0796075,8.0
7296,I,1.1,0.875,0.25,10.75863525,4.46504625,2.62232875,2.9766975,8.0
7297,F,1.6,1.275,0.4875,36.0889135,13.947954,9.00096625,11.226402,23.0
7298,M,1.2125,0.9875,0.3,16.839603,7.41339425,3.86970675,4.762716,8.0
7299,M,1.3625,1.0625,0.3375,23.586784,10.2908685,5.0745605,6.80388,9.0
7300,M,0.6875,0.5,0.2,3.89805625,1.37495075,0.75126175,1.13398,10.0
7301,I,0.925,0.7,0.225,6.47786075,2.65067825,1.31825175,2.1262125,7.0
7302,M,1.4875,1.125,0.3875,29.48348,13.947954,6.1518415,7.93786,12.0
7303,M,1.2125,0.9375,0.2875,16.71203025,7.24329725,3.27436725,4.819415,8.0
7304,F,1.625,1.3125,0.475,47.513762,15.97494325,8.37727725,16.159215,20.0
7305,M,1.825,1.375,0.475,55.46579675,22.055911,11.2547515,14.8834875,19.0
7306,M,0.6625,0.5125,0.175,2.721552,1.23320325,0.52446575,0.850485,7.0
7307,I,0.8125,0.625,0.225,5.25883225,2.154562,1.03475675,1.70097,7.0
7308,M,1.175,0.875,0.3,13.267566,6.860579,3.89805625,3.8271825,7.0
7309,M,1.3125,1.0,0.375,22.1976585,9.865626,5.046211,6.180191,10.0
7310,F,1.4,1.0875,0.375,23.643483,11.8784405,5.6982495,6.80388,8.0
7311,F,1.1125,0.9125,0.3125,12.076887,4.77689075,2.45223175,4.1106775,14.0
7312,M,1.45,1.125,0.3875,23.85610425,11.49572225,5.34388075,6.0951425,8.0
7313,M,1.6,1.2,0.4125,36.61337925,17.73261225,8.731646,8.50485,9.0
7314,M,1.45,1.0375,0.375,24.720764,9.525432,6.917278,7.7961125,12.0
7315,I,1.0125,0.7875,0.2375,8.674947,3.98310475,1.5025235,2.6932025,8.0
7316,M,1.45,1.0875,0.3875,23.28911425,7.69688925,5.2446575,7.7961125,17.0
7317,M,1.6125,1.2875,0.4375,45.57182125,19.94387325,9.015141,9.07184,10.0
7318,F,1.3375,1.0375,0.4125,22.12678475,8.60407325,5.14543425,5.386405,9.0
7319,M,1.4,1.0625,0.3625,23.65765775,8.71747125,4.89028875,7.2291225,10.0
7320,F,1.45,1.15,0.375,26.08154,11.12717875,6.67630725,7.5126175,9.0
7321,M,1.6125,1.25,0.4,36.2535695,15.989118,8.4198015,9.63883,10.0
7322,M,0.7875,0.575,0.225,4.1106775,1.71514475,1.077281,1.2757275,6.0
7323,M,1.225,0.8875,0.2875,12.47378,5.1312595,2.96252275,3.9405805,7.0
7324,F,1.675,1.3125,0.4875,49.34230475,16.726205,8.83086925,16.5844575,20.0
7325,F,1.575,1.2,0.4625,34.132798,15.46465225,8.34892775,9.82310175,12.0
7326,M,1.4125,1.0375,0.3,19.17843675,9.25611175,3.95475525,5.953395,9.0
7327,F,0.9,0.675,0.225,6.1518415,2.7499015,1.757669,1.871067,10.0
7328,I,0.4875,0.375,0.0625,1.09145575,0.510291,0.15592225,0.3118445,3.0
7329,I,0.7375,0.5375,0.1875,3.515338,1.0489315,0.83631025,1.13398,6.0
7330,M,1.625,1.3125,0.4375,47.513762,21.262125,9.53960675,11.056305,10.0
7331,M,1.45,1.1375,0.4125,36.570855,13.6928085,8.57572375,11.90679,14.0
7332,M,1.525,1.1625,0.4,31.34037225,13.73533275,7.427569,8.731646,9.0
7333,M,1.675,1.3125,0.45,39.745999,19.37688325,8.6465975,12.757275,12.0
7334,F,1.4125,1.1,0.4375,31.2694985,10.77281,6.30776375,10.20582,15.0
7335,M,1.3875,1.0875,0.4625,29.97959625,13.8062065,6.010094,8.788345,15.0
7336,I,1.125,0.875,0.3125,12.2753335,4.32329875,3.6003865,3.5436875,9.0
7337,F,1.5625,1.225,0.4,31.1561005,14.401546,7.01650125,8.788345,9.0
7338,I,1.25,0.95,0.3125,15.762322,6.59125875,2.721552,4.9611625,9.0
7339,F,1.1875,0.9,0.25,12.34620725,5.74077375,2.14038725,3.5436875,9.0
7340,M,1.7375,1.375,0.475,49.54075125,23.51591025,9.25611175,15.30873,11.0
7341,M,1.4,1.1,0.3625,26.2232875,8.83086925,5.03203625,9.922325,16.0
7342,I,1.1,0.85,0.2625,11.283101,4.12485225,1.7293195,3.0333965,7.0
7343,M,1.6125,1.275,0.425,33.8776525,14.52911875,5.8683465,10.489315,11.0
7344,F,1.625,1.3,0.4375,49.384829,18.63979625,8.20718025,17.57669,20.0
7345,F,1.45,1.1125,0.375,26.09571475,10.5176645,5.57067675,8.71747125,11.0
7346,M,1.4875,1.2125,0.4375,35.3518265,15.03940975,7.98038425,9.19941275,12.0
7347,M,1.55,1.225,0.375,35.36600125,17.78931125,8.12213175,8.1930055,10.0
7348,F,1.55,1.2125,0.475,33.5374585,13.60776,8.3064035,10.886208,11.0
7349,M,1.4625,1.1625,0.375,23.85610425,9.8372765,4.97533725,7.93786,10.0
7350,F,1.5625,1.2125,0.3875,28.98736375,12.0485375,6.5487345,9.355335,13.0
7351,M,1.5875,1.2875,0.475,42.410852,16.68368075,6.2652395,15.4504775,22.0
7352,F,1.2625,1.0,0.425,28.066005,12.48795475,6.066793,8.1363065,10.0
7353,F,1.5,1.2,0.4375,35.50774875,15.989118,7.3992195,9.7805775,13.0
7354,I,1.175,0.9125,0.2625,12.34620725,5.3013565,2.96252275,3.84135725,9.0
7355,I,1.275,0.9375,0.3125,15.43630275,6.64795775,3.18931875,4.53592,9.0
7356,I,1.55,1.225,0.45,29.49765475,12.927372,6.4920355,8.6465975,9.0
7357,I,1.1125,0.8875,0.325,12.190285,5.34388075,2.56562975,3.5436875,7.0
7358,F,1.6125,1.2625,0.4375,33.40988575,14.911837,7.44174375,9.355335,11.0
7359,F,1.5,1.125,0.3625,26.94619975,10.149121,6.33611325,8.50485,10.0
7360,I,0.9375,0.6875,0.2,6.08096775,3.061746,1.51669825,1.8427175,8.0
7361,M,1.5375,1.1875,0.425,34.9549335,14.04717725,7.711064,11.1980525,10.0
7362,M,1.4625,1.1625,0.3875,29.55435375,14.04717725,5.74077375,7.1724235,12.0
7363,F,1.625,1.25,0.475,48.7327905,21.262125,11.850091,10.9145575,11.0
7364,M,1.4625,1.1375,0.3625,27.499015,9.96484925,4.43669675,8.50485,13.0
7365,F,1.25,0.975,0.325,16.25843825,7.6827145,3.3735905,4.35164825,9.0
7366,F,1.4375,1.1375,0.4875,27.839209,11.41067375,6.36446275,8.0796075,11.0
7367,F,1.3375,1.05,0.3875,20.19901875,8.0796075,4.479221,6.9456275,11.0
7368,M,1.6125,1.275,0.4625,41.560367,18.21455375,8.391452,11.3398,12.0
7369,M,1.7875,1.4125,0.45,60.384435,30.03629525,10.8011595,14.21727425,12.0
7370,F,1.575,1.2125,0.4,34.189497,12.6722265,7.7394135,9.07184,14.0
7371,F,1.4125,1.075,0.375,23.530085,11.49572225,4.63514325,6.9456275,8.0
7372,I,0.75,0.55,0.1875,3.9405805,1.247378,0.58116475,1.247378,3.0
7373,I,1.3375,1.1,0.375,19.43358225,9.68135425,4.57844425,5.6699,9.0
7374,M,1.575,1.2875,0.425,38.08755325,15.592225,8.334753,9.07184,12.0
7375,I,0.7,0.5,0.2,2.59397925,0.9355335,0.60951425,0.850485,5.0
7376,F,1.575,1.25,0.4125,34.65726375,15.26620575,7.01650125,8.9300925,12.0
7377,M,1.575,1.175,0.4375,33.849303,14.89766225,7.144074,9.7805775,10.0
7378,F,1.3875,1.1125,0.4625,26.2232875,11.793392,5.40057975,7.7961125,17.0
7379,M,1.45,1.125,0.35,22.169309,10.47514025,4.989512,7.2291225,10.0
7380,M,1.6125,1.25,0.4,34.9549335,16.96717575,6.917278,10.6310625,11.0
7381,I,0.8125,0.625,0.1875,4.80524025,2.16873675,1.304077,1.5592225,10.0
7382,I,1.25,0.95,0.3375,16.40018575,6.747181,3.55786225,4.9611625,9.0
7383,F,1.6,1.275,0.4375,41.34774575,15.5638755,8.7032965,12.190285,13.0
7384,F,1.4375,1.125,0.4,24.9192105,9.6671795,5.76912325,7.37087,13.0
7385,M,1.625,1.3125,0.4875,45.92619,20.79435825,8.77417025,11.4815475,10.0
7386,I,1.3125,0.9875,0.35,17.463292,7.0590255,4.2240755,5.953395,10.0
7387,I,1.125,0.8375,0.2375,10.8011595,4.139027,2.50893075,3.2601925,7.0
7388,F,1.4,1.125,0.4125,27.4139665,8.37727725,5.40057975,10.19164525,17.0
7389,F,1.6,1.2,0.5125,36.85435,16.00329275,8.34892775,9.4970825,9.0
7390,M,1.6125,1.2875,0.475,44.74968575,17.78931125,7.98038425,12.246984,13.0
7391,M,1.3125,1.025,0.3875,19.60367925,8.561549,4.06815325,5.2446575,10.0
7392,M,1.425,1.1125,0.375,24.720764,10.5176645,5.273007,8.0796075,9.0
7393,M,1.3375,1.0,0.3375,20.3265915,8.334753,6.690482,5.6699,9.0
7394,F,1.375,1.075,0.3125,22.4244545,10.47514025,5.85417175,6.0951425,9.0
7395,I,0.725,0.525,0.1625,3.16096925,1.530873,0.80796075,0.850485,6.0
7396,F,1.25,1.0125,0.3125,20.25571775,8.97261675,4.86193925,5.10291,11.0
7397,F,1.725,1.3625,0.4625,48.00987825,21.64484325,9.22776225,13.60776,11.0
7398,F,1.5125,1.1625,0.4,29.48348,12.8990225,7.597666,8.3631025,9.0
7399,I,1.2625,1.0125,0.375,21.72989175,7.824462,3.6570855,8.221355,11.0
7400,M,1.75,1.3125,0.5,49.99434325,17.81766075,8.561549,16.159215,20.0
7401,I,0.7,0.525,0.175,3.04757125,1.247378,0.80796075,0.850485,5.0
7402,M,1.4375,1.125,0.4625,31.241149,11.3681495,6.22271525,10.489315,13.0
7403,F,1.7125,1.35,0.475,44.80638475,21.262125,11.566596,12.3320325,13.0
7404,I,0.85,0.6625,0.225,5.06038575,2.48058125,1.45999925,1.5592225,6.0
7405,I,0.3875,0.2375,0.1,0.510291,0.2551455,0.18427175,0.1417475,4.0
7406,M,1.3,1.0,0.375,21.829115,10.149121,4.4508715,6.6621325,9.0
7407,F,1.475,1.15,0.35,23.65765775,8.77417025,5.79747275,6.80388,9.0
7408,F,1.2125,0.8875,0.35,26.20911275,12.00601325,5.216308,7.2291225,10.0
7409,I,1.3125,0.95,0.3125,17.70426275,11.32562525,3.01922175,4.139027,8.0
7410,M,1.675,1.2875,0.4375,41.900561,19.391058,7.427569,11.056305,12.0
7411,M,1.2,0.9125,0.3,18.38465075,7.75358825,4.2240755,4.762716,8.0
7412,F,1.125,0.8375,0.2625,10.716111,4.309124,2.324659,3.40194,12.0
7413,F,1.575,1.25,0.4875,38.782116,15.77649675,8.34892775,10.489315,13.0
7414,F,1.3375,1.025,0.35,20.638436,8.54737425,4.32329875,5.6699,9.0
7415,M,1.575,1.2125,0.4125,36.95357325,17.08057375,7.35669525,9.4970825,9.0
7416,F,1.2125,0.975,0.3875,18.4555245,5.953395,3.9405805,6.87475375,18.0
7417,I,0.4875,0.35,0.125,0.850485,0.38271825,0.1417475,0.1417475,5.0
7418,M,1.6,1.35,0.4375,38.20095125,17.519991,7.6260155,11.056305,15.0
7419,M,1.6,1.25,0.425,40.1145425,13.60776,8.43397625,11.90679,13.0
7420,M,1.2125,0.9125,0.3125,16.40018575,7.3425205,4.06815325,4.819415,8.0
7421,I,1.125,0.8625,0.2875,11.3398,4.97533725,2.097863,3.40194,6.0
7422,I,1.2875,0.975,0.3125,16.782904,7.087375,3.61456125,4.63514325,9.0
7423,M,1.4875,1.1375,0.3625,30.4190135,13.93377925,6.59125875,7.6260155,10.0
7424,I,1.1875,0.85,0.25,11.169703,5.499803,2.25378525,2.6365035,8.0
7425,F,1.6125,1.2375,0.475,39.19318375,12.74310025,9.99319875,13.7495075,20.0
7426,M,1.75,1.375,0.4875,51.55356575,23.6151335,12.68640125,14.8834875,13.0
7427,M,1.5125,1.2,0.4125,29.7386255,12.8423235,6.2652395,7.7961125,8.0
7428,I,0.7,0.525,0.15,2.84912475,1.09145575,0.72291225,0.850485,5.0
7429,I,0.6875,0.5125,0.1625,2.721552,1.14815475,0.58116475,0.850485,6.0
7430,I,0.925,0.6875,0.225,6.39281225,2.84912475,1.70097,1.984465,6.0
7431,I,1.025,0.725,0.25,9.56795625,4.8477645,1.80019325,2.324659,8.0
7432,I,1.55,1.1875,0.375,37.98833,15.06775925,8.2497045,11.623295,21.0
7433,M,1.375,1.1,0.3375,22.2543575,9.99319875,5.20213325,7.5126175,12.0
7434,M,1.175,0.9375,0.3,16.42853525,6.76135575,3.41611475,5.5281525,9.0
7435,M,1.5375,1.175,0.4125,33.46658475,12.3320325,6.6054335,10.0640725,13.0
7436,M,1.2875,0.9875,0.3375,18.71067,8.63242275,3.44446425,5.953395,10.0
7437,F,1.1,0.875,0.3125,11.1413535,4.6776675,2.50893075,3.2601925,9.0
7438,F,1.575,1.2125,0.4625,34.68561325,15.5071765,7.86698625,10.4042665,13.0
7439,F,1.625,1.225,0.4125,33.12639075,13.31009025,6.577084,9.4970825,12.0
7440,F,1.4875,1.2125,0.35,26.03901575,12.530479,5.76912325,7.7961125,10.0
7441,F,1.65,1.2875,0.4,36.627554,16.3576615,8.561549,10.0640725,9.0
7442,F,1.65,1.3125,0.425,39.2073585,19.66037825,9.5537815,11.283101,11.0
7443,M,1.35,1.0125,0.3875,24.79163775,8.8733935,5.046211,8.0796075,14.0
7444,F,1.65,1.3125,0.5,42.8722115,16.612807,8.8166945,11.3398,19.0
7445,I,0.8625,0.6375,0.225,6.13766675,3.18931875,1.0489315,1.8427175,6.0
7446,M,1.7625,1.3875,0.4625,39.41997975,17.293195,8.4765005,10.61688775,11.0
7447,F,1.775,1.4125,0.45,59.1654065,28.10852925,10.87203325,12.3320325,11.0
7448,F,1.65,1.2625,0.4875,39.179009,17.13727275,9.00096625,11.24057675,10.0
7449,I,1.3,1.025,0.3375,19.17843675,9.62465525,3.10427025,5.896696,8.0
